Bonmin 1.7 using Cbc 2.8 and Ipopt 3.11


******************************************************************************
This program contains Ipopt, a library for large-scale nonlinear optimization.
 Ipopt is released as open source code under the Eclipse Public License (EPL).
         For more information visit http://projects.coin-or.org/Ipopt
******************************************************************************

NLP0012I 
              Num      Status      Obj             It       time                 Location
NLP0014I           484         OPT 767690.29       19 0.035149
NLP0014I           485         OPT 778708.89       19 0.029426
NLP0014I           486         OPT 767690.29       19 0.030347
NLP0014I           487         OPT 782874.43       18 0.031678
NLP0014I           488         OPT 767690.29       19 0.033865
NLP0014I           489         OPT 779033.22       19 0.030496
NLP0014I           490         OPT 767690.29       19 0.030283
NLP0014I           491         OPT 782052.99       18 0.026332
NLP0014I           492         OPT 771999.01       18 0.027888
NLP0014I           493         OPT 782648.1       18 0.029296
NLP0014I           494         OPT 773392.12       25 0.048007
NLP0014I           495         OPT 768106.78       19 0.031637
NLP0014I           496         OPT 786034.46       18 0.028494
NLP0014I           497         OPT 768106.78       19 0.030935
NLP0014I           498         OPT 785603.99       17 0.023966
NLP0014I           499         OPT 768106.78       19 0.026289
NLP0014I           500         OPT 778493.62       17 0.027089
NLP0012I 
              Num      Status      Obj             It       time                 Location
NLP0014I           501         OPT 768106.78       19 0.031899
NLP0014I           502         OPT 785279.05       20 0.03485
NLP0014I           503         OPT 768106.78       19 0.030639
NLP0014I           504         OPT 785235.91       19 0.032026
NLP0014I           505         OPT 768106.78       19 0.026785
NLP0014I           506         OPT 782905.57       20 0.031113
NLP0014I           507         OPT 768106.78       19 0.022407
NLP0014I           508         OPT 783768.44       18 0.031213
NLP0014I           509         OPT 768106.78       19 0.030951
NLP0014I           510         OPT 780640.11       18 0.031868
NLP0014I           511         OPT 768106.78       19 0.029929
NLP0014I           512         OPT 787657.76       20 0.03412
NLP0014I           513         OPT 772340.7       18 0.027972
NLP0014I           514         OPT 780702.46       18 0.030874
NLP0014I           515         OPT 772512.67       18 0.030155
NLP0014I           516         OPT 779792.08       19 0.031973
NLP0014I           517         OPT 769251.83       20 0.032434
NLP0014I           518         OPT 776615.83       20 0.033771
NLP0014I           519         OPT 772430.17       22 0.027837
NLP0014I           520         OPT 773503.38       21 0.037728
NLP0012I 
              Num      Status      Obj             It       time                 Location
NLP0014I           521         OPT 769722.56       22 0.043787
NLP0014I           522         OPT 775389.79       19 0.027007
NLP0014I           523         OPT 768812.26       16 0.025443
NLP0014I           524         OPT 787797.28       17 0.030123
NLP0014I           525         OPT 768812.26       16 0.027302
NLP0014I           526         OPT 794646.43       20 0.034859
NLP0014I           527         OPT 768812.26       16 0.023757
NLP0014I           528         OPT 790268.2       19 0.030205
NLP0014I           529         OPT 768812.26       16 0.026155
NLP0014I           530         OPT 789834.03       20 0.031424
NLP0014I           531         OPT 768812.26       17 0.028204
NLP0014I           532         OPT 788858.99       17 0.028914
NLP0014I           533         OPT 768812.26       17 0.027237
NLP0014I           534         OPT 788313.51       17 0.025403
NLP0014I           535         OPT 768812.26       17 0.028448
NLP0014I           536         OPT 784233.2       16 0.025738
NLP0014I           537         OPT 768812.26       17 0.028734
NLP0014I           538         OPT 784565.65       17 0.027417
NLP0014I           539         OPT 768812.26       17 0.027656
NLP0014I           540         OPT 784107.98       21 0.048384
Cbc0010I After 400 nodes, 2 on tree, 769440.38 best solution, best possible 768812.26 (18.35 seconds)
NLP0012I 
              Num      Status      Obj             It       time                 Location
NLP0014I           541         OPT 768812.26       17 0.036745
NLP0014I           542         OPT 785244.33       17 0.033092
NLP0014I           543         OPT 768812.26       17 0.033765
NLP0014I           544         OPT 781595.34       17 0.034782
NLP0014I           545         OPT 768812.26       17 0.030351
NLP0014I           546         OPT 778387.19       19 0.034455
NLP0014I           547         OPT 768812.26       17 0.029276
NLP0014I           548         OPT 785866.53       22 0.038333
NLP0014I           549         OPT 773508       17 0.029993
NLP0014I           550         OPT 779983.28       17 0.027555
NLP0014I           551         OPT 768876.45       19 0.028303
NLP0014I           552         OPT 790320.31       19 0.032684
NLP0014I           553         OPT 768876.45       19 0.036339
NLP0014I           554         OPT 792554.65       19 0.037582
NLP0014I           555         OPT 768876.45       19 0.041224
NLP0014I           556         OPT 789681.07       20 0.042924
NLP0014I           557         OPT 768876.45       19 0.036776
NLP0014I           558         OPT 788457.28       18 0.030471
NLP0014I           559         OPT 768876.45       19 0.03978
NLP0014I           560         OPT 788067.2       17 0.024057
NLP0012I 
              Num      Status      Obj             It       time                 Location
NLP0014I           561         OPT 768876.45       19 0.030573
NLP0014I           562         OPT 786483.46       17 0.028633
NLP0014I           563         OPT 768876.45       19 0.03098
NLP0014I           564         OPT 781967.8       19 0.031046
NLP0014I           565         OPT 768876.45       19 0.028383
NLP0014I           566         OPT 784588.68       19 0.032919
NLP0014I           567         OPT 768876.45       19 0.032649
NLP0014I           568         OPT 783968.69       22 0.038141
NLP0014I           569         OPT 768876.45       19 0.034423
NLP0014I           570         OPT 784794.85       19 0.038055
NLP0014I           571         OPT 768876.45       19 0.031824
NLP0014I           572         OPT 781137.66       18 0.032466
NLP0014I           573         OPT 768876.45       19 0.031444
NLP0014I           574         OPT 783946.73       19 0.032025
NLP0014I           575         OPT 773375.66       19 0.046005
NLP0014I           576         OPT 780308.13       19 0.050111
NLP0014I           577         OPT 771469.59       18 0.043984
NLP0014I           578         OPT 780781.5       20 0.052577
Cbc0001I Search completed - best objective 769440.3800847665, took 8161 iterations and 438 nodes (19.70 seconds)
Cbc0032I Strong branching done 69 times (2717 iterations), fathomed 0 nodes and fixed 19 variables
Cbc0035I Maximum depth 39, 0 variables fixed on reduced cost

bonmin: Optimal

 	"Finished"
